dataset,architecture,kernel_type,m_features,best_test_acc,total_train_time,avg_train_time_per_epoch,infer_time_per_batch_mean_ms,infer_time_per_batch_std_ms
MNIST,intertwined,softmax,64,98.68,932.1972913742065,18.64394582748413,13.715438842773438,0.8468364229263607
