epoch,train_loss,train_acc,test_loss,test_acc,epoch_time
1,0.7896561112403869,72.47166666666666,0.2770200832128525,91.18,14.30396318435669
2,0.21955535774032275,93.08833333333332,0.19924883766174317,93.47,13.862040042877197
3,0.1604389407157898,94.98,0.14053928056955337,95.54,13.823577880859375
4,0.13111363925486802,95.92166666666667,0.12105912590622903,96.19,13.833399057388306
5,0.11655777552127838,96.31333333333333,0.12903108500838278,95.98,13.857765197753906
6,0.0975725854674975,96.90166666666667,0.08857290618568658,97.21,13.83564281463623
7,0.08755720459620157,97.11999999999999,0.0871623056769371,97.2,13.865180969238281
8,0.07366007158756256,97.59,0.09924721456170083,97.02,13.876805782318115
9,0.06799073831538359,97.775,0.08406736328452825,97.32,13.87743592262268
10,0.0626442636013031,98.005,0.08370272452495991,97.28,13.891630172729492
11,0.05874899555941423,98.09833333333333,0.07688931557163596,97.53,13.982506036758423
12,0.0543914778927962,98.24000000000001,0.08255379722118378,97.3,13.898522138595581
13,0.05243867196440697,98.30499999999999,0.08656218802928925,97.11999999999999,13.897653102874756
14,0.04809402890205383,98.42333333333333,0.07335370927434415,97.72999999999999,13.955374002456665
15,0.0465528138940533,98.45333333333333,0.06851235780864955,98.03,13.909802913665771
16,0.04488382372756799,98.475,0.07181593726091087,97.86,13.91517186164856
17,0.037297180263698104,98.71833333333333,0.08443174703344702,97.54,13.917187690734863
18,0.039759723417957624,98.68333333333334,0.07423320887088776,97.88,13.934552192687988
19,0.035314490367472175,98.86500000000001,0.06318931201696396,98.15,13.96108102798462
20,0.034892921980222064,98.82666666666667,0.08348921472877265,97.68,13.887585163116455
21,0.035129281241943436,98.81666666666666,0.06700993337705731,98.06,13.887521982192993
22,0.03196832336311539,98.93666666666667,0.06564072836423293,98.09,13.882381916046143
23,0.029498512466500204,98.97166666666666,0.07258304029181599,97.97,13.865210056304932
24,0.027096779548873504,99.12666666666667,0.07499416792057455,97.91,13.867616891860962
25,0.028330739772071442,98.99166666666666,0.06377890270501375,98.18,13.87228012084961
26,0.025491624269634486,99.14333333333335,0.06362051456319168,98.25,13.844813108444214
27,0.02255118300082783,99.25666666666667,0.07521736235506833,97.82,13.856376886367798
28,0.02570261372408519,99.155,0.06877016651276499,98.16,13.88612675666809
29,0.02347119366725286,99.22166666666666,0.06517858692035079,98.03,13.88299012184143
30,0.02289322923993071,99.20833333333333,0.07772413709424436,97.87,13.860415935516357
31,0.02524198096791903,99.15666666666667,0.06755601511625572,98.09,13.8541419506073
32,0.020552577157070238,99.29333333333334,0.07374047799948603,97.92999999999999,13.867558717727661
33,0.020114841173402963,99.35333333333334,0.06541160348458215,98.15,13.843807935714722
34,0.020236604443068306,99.275,0.06860743372365832,98.21,13.84235405921936
35,0.01810687893219292,99.39333333333333,0.07280337330221665,98.17,13.841061115264893
36,0.01811392354791363,99.44333333333333,0.06803897746759467,98.24000000000001,13.872427940368652
37,0.018349244693821917,99.35833333333333,0.07802724762111903,97.97,13.842555046081543
38,0.016726706953843436,99.43166666666666,0.059651876935362814,98.33,13.843111038208008
39,0.017589470746492347,99.41166666666666,0.06911613395626191,98.35000000000001,13.857892751693726
40,0.017491808480955662,99.41499999999999,0.08315084871388972,97.78999999999999,13.842319250106812
41,0.01698878002818674,99.42166666666667,0.0661011607045948,98.3,13.856343030929565
42,0.016180756181292236,99.455,0.06158957112180069,98.26,13.837267875671387
43,0.01741287276788304,99.44166666666666,0.07256198268777225,98.1,13.860635757446289
44,0.01396572782220319,99.52333333333333,0.07717225908765103,98.18,13.867247819900513
45,0.013809300781444957,99.51,0.06026573972688057,98.38,13.87514615058899
46,0.01590474257003516,99.45833333333334,0.0702675509843044,98.32,13.840552806854248
47,0.013708366934085886,99.54499999999999,0.06762528242543339,98.31,13.854321002960205
48,0.014868590798228979,99.485,0.0706482804003288,98.32,13.866716146469116
49,0.014459013147093356,99.52,0.06713979060105048,98.44000000000001,13.841341972351074
50,0.01417860196903348,99.485,0.07319459683159366,98.22999999999999,13.856477975845337
