epoch,train_loss,train_acc,test_loss,test_acc,epoch_time
1,0.8337910773038865,70.82666666666667,0.2578587532520294,92.54,14.111449956893921
2,0.212188230462869,93.47833333333332,0.1688499109864235,94.96,13.727513313293457
3,0.13624391247431436,95.81666666666668,0.12495356420278549,96.31,13.749925136566162
4,0.11121311613718668,96.54333333333334,0.1036529228568077,96.82,13.735238313674927
5,0.08935376131335894,97.2,0.10621055862307549,96.72,13.764195203781128
6,0.07827150524655978,97.53833333333334,0.08466081313788891,97.32,13.782023906707764
7,0.06975219806830088,97.765,0.07580196939855814,97.6,13.759314060211182
8,0.05791044382651647,98.14666666666668,0.07314828784763813,97.89999999999999,13.766573905944824
9,0.05760182555615902,98.10666666666667,0.0816823050096631,97.48,13.791157007217407
10,0.05034280837774277,98.43499999999999,0.06358032689280808,97.88,13.76868200302124
11,0.04747283642689387,98.44833333333334,0.06703907959721983,97.92999999999999,13.754166841506958
12,0.04263438151826461,98.63,0.06876865665316581,97.89999999999999,13.774867057800293
13,0.04180737429757913,98.65666666666667,0.08514515020810068,97.68,13.802266836166382
14,0.03517812608331442,98.86166666666666,0.07466368877049535,97.8,13.791539907455444
15,0.038586087436477345,98.71166666666666,0.0617715492092073,98.21,13.965128183364868
16,0.03335273342678944,98.905,0.06064253682009876,98.0,13.841897964477539
17,0.03136737959285577,98.95666666666668,0.06540304405391216,97.99,13.904591798782349
18,0.03178799646447102,98.96000000000001,0.06059934955909848,98.03,13.861004829406738
19,0.028705345705524087,99.04833333333333,0.05802112029865384,98.21,13.864923000335693
20,0.02669190760006507,99.095,0.058646137301623824,98.24000000000001,13.833588123321533
21,0.024329281304900845,99.19,0.08054716859161853,97.83,13.818444013595581
22,0.026468767838304243,99.14666666666668,0.061370483576133845,98.11,13.802731990814209
23,0.022541187373176216,99.23833333333333,0.05777776793781668,98.26,13.851915121078491
24,0.02055375012115886,99.30333333333333,0.073165110443905,97.89,13.808223009109497
25,0.02227911449223757,99.26666666666667,0.06793770496139769,98.21,13.805413961410522
26,0.021914472687616943,99.27,0.06143531872946769,98.32,13.76858115196228
27,0.020417923411602774,99.31833333333333,0.06608214991679415,98.16,13.804036140441895
28,0.02021435735244304,99.32833333333333,0.06089867378547788,98.16,13.757459878921509
29,0.018587089563844104,99.36,0.052256532346457246,98.42,13.758671998977661
30,0.017019438274763526,99.425,0.05886300814077258,98.4,13.775583982467651
31,0.016904813033373406,99.42166666666667,0.05307190687814727,98.5,13.75199270248413
32,0.015435327626640597,99.49333333333334,0.056310847297497094,98.48,13.781527996063232
33,0.018762217921732615,99.355,0.053301663466519676,98.41,13.763612985610962
34,0.0169267553357097,99.42166666666667,0.060900898284371945,98.28,13.772816896438599
35,0.014818857861061891,99.49833333333333,0.053011550584225915,98.59,13.80437421798706
36,0.014294380039100846,99.52833333333334,0.0621862371083349,98.26,13.758601903915405
37,0.015365689977010091,99.47166666666666,0.06059879615204409,98.4,13.764655113220215
38,0.014456246515425543,99.47500000000001,0.059143195606186055,98.47,13.770545244216919
39,0.012675022396010658,99.54833333333333,0.05416030466533266,98.57000000000001,13.783973932266235
40,0.012955055383965373,99.555,0.058983026406774296,98.59,13.794341087341309
41,0.014831834466165553,99.51333333333334,0.05103112912653014,98.64,13.73809003829956
42,0.01223844025960813,99.59833333333333,0.06014361965069547,98.47,13.77981686592102
43,0.011806682728882878,99.60166666666666,0.06707363140848466,98.29,13.758052110671997
44,0.01055372376840096,99.65333333333334,0.062458107763156294,98.34,13.788313865661621
45,0.01385643117769311,99.50666666666666,0.044419367348123344,98.72,13.777549028396606
46,0.01181143017799283,99.60333333333334,0.061438639190979305,98.4,13.780944108963013
47,0.00882539420404161,99.71333333333334,0.0559568316429155,98.65,13.752376079559326
48,0.010298062071297317,99.61833333333333,0.0640981254933402,98.27,13.750037908554077
49,0.011053668151485424,99.61333333333333,0.05244440745189786,98.56,13.759104013442993
50,0.011762484741505857,99.62666666666667,0.05754663692610339,98.59,13.758112907409668
