dataset,architecture,kernel_type,m_features,best_test_acc,total_train_time,avg_train_time_per_epoch,infer_time_per_batch_mean_ms,infer_time_per_batch_std_ms
MNIST,standard_first,relu,32,98.6,683.5947127342224,13.671894254684448,8.262667655944824,1.8405725275623033
