dataset,architecture,kernel_type,m_features,best_test_acc,total_train_time,avg_train_time_per_epoch,infer_time_per_batch_mean_ms,infer_time_per_batch_std_ms
MNIST,all_standard,softmax,256,98.77,575.7370750904083,11.514741501808167,6.368799209594727,0.8361479293856647
