dataset,architecture,kernel_type,m_features,best_test_acc,total_train_time,avg_train_time_per_epoch,infer_time_per_batch_mean_ms,infer_time_per_batch_std_ms
MNIST,all_performer,softmax,32,98.65,966.7957379817963,19.335914759635926,14.054841995239258,1.964461444039672
