epoch,train_loss,train_acc,test_loss,test_acc,epoch_time
1,1.691412822227478,37.153999999999996,1.447136431503296,46.68,27.947048902511597
2,1.3630752644348145,50.81400000000001,1.290713963317871,52.800000000000004,27.485288381576538
3,1.224043371887207,55.75,1.231738648033142,56.10000000000001,28.38207507133484
4,1.1457632443237304,58.752,1.1533029659271241,58.660000000000004,27.55047297477722
5,1.082906244354248,60.80799999999999,1.0990303867340088,60.36,27.47581911087036
6,1.0391179279327392,62.69,1.05096190366745,61.96,27.508228302001953
7,0.9998886902046203,64.084,1.049912956905365,62.22,27.897264003753662
8,0.9586167110061645,65.474,1.0494313356399536,62.12,28.213144063949585
9,0.911945562171936,67.416,0.9607716909408569,66.0,27.48987603187561
10,0.883315220336914,68.31,0.9438315799713135,66.82000000000001,27.4832980632782
11,0.849980333480835,69.718,0.9611069787979126,65.86999999999999,27.481859922409058
12,0.820906550731659,70.69,0.9194468423843384,67.69,27.531017065048218
13,0.7922599123764038,71.958,0.8855061471939087,68.54,27.494532823562622
14,0.7648903399658203,72.506,0.8681197290897369,69.17999999999999,27.471079111099243
15,0.7440953181457519,73.36399999999999,0.8752851380348206,69.28999999999999,27.522037982940674
16,0.7205524932289123,74.146,0.855576873588562,69.95,27.556301832199097
17,0.6976338308334351,75.09599999999999,0.8747180086135864,70.05,27.481076955795288
18,0.6751069747161865,75.97,0.8493379205703735,70.12,27.495548963546753
19,0.655613182258606,76.73400000000001,0.8474369335174561,70.42,27.447216987609863
20,0.6396635366439819,77.17,0.8765139207839966,69.67,27.66420888900757
21,0.622536974067688,77.724,0.8241233428955078,71.65,27.760886192321777
22,0.606165144405365,78.312,0.8344134860515594,71.50999999999999,27.735737085342407
23,0.590522442111969,78.92,0.8348426746368408,71.41999999999999,27.729761123657227
24,0.5734194280815125,79.632,0.8208506202697754,71.7,27.503321170806885
25,0.5613202383613587,79.938,0.8195615938186646,72.68,27.482476949691772
26,0.5466683405303955,80.43,0.82766090259552,72.23,27.550709009170532
27,0.5270545206451416,81.178,0.8151182118415833,72.48,27.506948947906494
28,0.519924670715332,81.362,0.8298864871025086,72.36,28.454526901245117
29,0.5082494815444947,81.93599999999999,0.8464743363380433,71.82,27.892968893051147
30,0.49236155193328857,82.364,0.8104480650901794,72.84,28.088033199310303
31,0.4722822685623169,83.094,0.848895723247528,72.22,27.49271583557129
32,0.4699805917453766,83.00999999999999,0.8097945371150971,73.48,27.434776067733765
33,0.45555538979530336,83.56400000000001,0.8346124265670777,72.98,27.579702854156494
34,0.4453765047931671,84.006,0.8592615343093872,72.61,27.469738006591797
35,0.4323650501441956,84.442,0.8728341214179993,72.89999999999999,27.586160898208618
36,0.4260832892417908,84.61800000000001,0.8428772211074829,72.99,27.507241249084473
37,0.4174453014755249,84.832,0.8787995108604432,72.76,28.11237621307373
38,0.4066645914840698,85.24000000000001,0.8589808815002441,73.11999999999999,27.622021913528442
39,0.3951084387874603,85.856,0.8591447625160217,73.59,27.472902059555054
40,0.3878359934329987,86.03,0.8653874715805053,73.29,27.559109926223755
41,0.3745319375419617,86.532,0.8845958068847656,72.5,27.46865200996399
42,0.36539191792488096,86.922,0.901880092716217,72.52,27.979825258255005
43,0.3643640524101257,86.67,0.8729302644729614,73.67,27.53865885734558
44,0.3494391011714935,87.392,0.911471572303772,72.77,27.72885489463806
45,0.34296426922798157,87.426,0.9290079562187195,72.78,27.860082149505615
46,0.3344630022239685,87.864,0.909145774269104,72.98,28.451403617858887
47,0.3259038276576996,88.31599999999999,0.9662854199409485,72.41,27.864240884780884
48,0.3235562581062317,88.302,0.951325888633728,72.49,27.742797136306763
49,0.31692720070838926,88.52799999999999,0.9536857562065124,73.0,27.6378390789032
50,0.31057873936653135,88.794,0.9765535486221314,72.58,27.623316049575806
