dataset,architecture,kernel_type,m_features,best_test_acc,total_train_time,avg_train_time_per_epoch,infer_time_per_batch_mean_ms,infer_time_per_batch_std_ms
CIFAR10,intertwined,relu,32,73.98,1314.970650434494,26.299413008689882,9.954962730407715,3.723481086859409
