dataset,architecture,kernel_type,m_features,best_test_acc,total_train_time,avg_train_time_per_epoch,infer_time_per_batch_mean_ms,infer_time_per_batch_std_ms
CIFAR10,all_performer,softmax,512,73.69,8660.793065662001,173.21586131324003,187.13085172369819,23.655729818607817
