epoch,train_loss,train_acc,test_loss,test_acc,epoch_time
1,1.7212804816436769,35.792,1.5102907287597656,44.27,99.08509476584113
2,1.4217007986450196,47.982,1.3095086978912354,52.75,98.3369664230056
3,1.2661062775802612,53.81,1.2411474714279174,54.91,99.57820397990461
4,1.151874211730957,58.206,1.1480946641921996,58.60999999999999,98.7982282189576
5,1.072620206375122,61.234,1.0623010233879089,61.84,97.31898748852396
6,0.9915738185501098,64.364,1.032192043209076,63.029999999999994,97.73034398902915
7,0.9284723530387878,66.712,0.9687938123703004,65.09,97.94592167666067
8,0.8756048065185547,68.864,0.9253215724945067,66.85,96.89252798114576
9,0.8369859443664551,70.26,0.881201488494873,68.52000000000001,98.95018121915399
10,0.8031549211502075,71.45,0.8596712560653686,69.58,98.33506583490889
11,0.7829964282226562,72.004,0.8677884224891662,69.19,98.18256759981257
12,0.7523196821975708,73.178,0.8248317949295044,70.99,98.5188137188866
13,0.722351323890686,74.508,0.8159035894393921,71.39999999999999,96.67061788059239
14,0.6991069953918457,75.28200000000001,0.8001318992614747,71.78,98.16943937909089
15,0.6866711372566223,75.542,0.7967726938247681,71.95,97.51657293736945
16,0.662615984210968,76.544,0.7855911157608032,72.24000000000001,98.42314605572346
17,0.6418001593780518,77.31400000000001,0.8146898262023926,71.93,98.06629785949958
18,0.6247805331802369,77.764,0.7955549153327942,72.61999999999999,96.43892269675644
19,0.6133946809387207,78.19800000000001,0.7761580224990845,73.18,98.1200117388576
20,0.5951303423690796,78.86,0.7796102462291717,73.32,96.79411695451323
21,0.586162499370575,79.032,0.7830935984611511,73.7,97.2195813802963
22,0.56693214553833,79.658,0.7877518614768982,73.31,96.06617779709181
23,0.5572271649837494,79.86,0.7625181401252746,73.82,97.85328045300656
24,0.537568275680542,80.646,0.8251055410385132,72.14,96.33113408469784
25,0.5247807941627503,81.28999999999999,0.8047229186534881,72.69,96.27684737341245
26,0.5102619972991943,81.92,0.7686988561630249,74.46000000000001,97.95367764383333
27,0.500515703086853,82.254,0.7911825463294982,73.41,99.58428493491762
28,0.4914703385734558,82.298,0.7854800472259521,74.22999999999999,98.3381632800446
29,0.4838811452102661,82.616,0.8046971215248108,73.72999999999999,97.29097473826236
30,0.4690433679294586,83.39,0.8410013286590576,72.16,97.8409694823121
31,0.4566194999504089,83.544,0.8044693723678589,73.96000000000001,98.4402025368242
32,0.4550470221710205,83.54,0.7774708684921264,74.35000000000001,97.01261429489345
33,0.4368761118507385,84.446,0.8166041564941406,73.91,99.1275732115898
34,0.4303226266765594,84.52,0.8111689580917358,73.89,97.0978526177024
35,0.4209833353042602,84.87,0.8278511647224426,73.81,99.95590500668376
36,0.41324830245018,85.164,0.8219483196258545,74.18,96.26810996361267
37,0.4038202750968933,85.61800000000001,0.8393229948043823,73.17,99.38661842762639
38,0.3915251690864563,86.024,0.8585069019317627,72.72999999999999,96.97686626546582
39,0.3827875518512725,86.18599999999999,0.8548273694992066,73.56,98.7497778354533
40,0.3741760600852966,86.50999999999999,0.8835238278388977,73.5,98.74972567149797
41,0.3722697386074066,86.542,0.8542800952911377,73.64,98.92728300546896
42,0.3590512259960174,87.1,0.8652300350189209,73.79,98.12433600421754
43,0.3579896437072754,87.124,0.8982308990478516,73.26,98.06106804618126
44,0.3489778725814819,87.424,0.8655653226852417,74.45,97.90487537695896
45,0.3363015254116058,87.818,0.872148526096344,74.61,97.28419352298701
46,0.3314270171308517,88.044,0.8777557305335999,74.06,97.03010921348913
47,0.3239130827713012,88.348,0.9031573677062988,73.65,98.44500301973285
48,0.325789559431076,88.12,0.9303232026576996,73.48,98.18037993963115
49,0.3166707334423065,88.436,0.9207123361587524,73.31,97.45461302405744
50,0.3014400135612488,89.054,0.940512225818634,73.58,96.30704411885725
