dataset,architecture,kernel_type,m_features,best_test_acc,total_train_time,avg_train_time_per_epoch,infer_time_per_batch_mean_ms,infer_time_per_batch_std_ms
CIFAR10,performer_first,relu,256,73.41,2443.305537697793,48.866110753955866,32.06973385007166,12.153509691985652
